n_recipes,n_pairs,mX,omX,mY,omY,rho,lamX,zetX,lamY,zetY,med_sigX,med_sigY,mean_p_flip,mean_p_flip_single,share_pflip_gt10,share_pflip_gt25,exp_errors,exp_errors_discord,exp_errors_noise,exp_discord_pairs,exp_errors_pros3,exp_errors_pros1,er_real,er_pros,er_real_share,er_pros_share,er_per_decision,er_pick_real,er_pick_pros,er_pick_latent,nas_c10,nas_c25,nas_weighted,task,size
25,300,0.2566097838452787,0.018523757356970393,0.41882442169131584,0.04707216532364902,0.9302703110733718,-4.355111165480305,0.02,-4.811287108377837,0.5672255627096789,0.012841012027562892,0.008137379265374643,0.16410183963756533,0.21801306736602796,0.45666666666666667,0.29,48.1255,24.086000000000002,24.0395,35.578,49.26501709295452,65.45010558813475,0.7835998306364618,1.0222956424554746,0.0478247129694221,0.062392810410146965,0.0026119994354548725,0.020673598514443278,0.010353443153653498,0.00881057195727191,0.987937787659349,0.9806495516929693,0.4858597520258131,arc_challenge,60M
25,300,0.27414106939704214,0.02768237834764201,0.41882442169131584,0.04707216532364902,0.9615145112355447,-4.474874453473299,0.02,-4.811287108377837,0.5672255627096789,0.011391652217109163,0.008137379265374643,0.10927786503012138,0.1461111834004856,0.29333333333333333,0.20666666666666667,30.878,16.0675,14.810500000000001,25.741999999999997,33.737387741028755,44.53932618573546,0.3393311104794419,0.4619205995356328,0.02071134849121717,0.028193697002132277,0.0011311037015981397,0.00019262192639701923,0.0070203121066319965,0.004386279241936921,0.9805363041647776,0.9682136148714297,0.45885649164500025,arc_challenge,90M
25,300,0.2964846416382253,0.03389400178395874,0.41882442169131584,0.04707216532364902,0.9412441319349685,-4.602617190848138,0.4268359498920656,-4.811287108377837,0.5672255627096789,0.010025562568071288,0.008137379265374643,0.09093410046570194,0.12230400950853758,0.27666666666666667,0.15,41.665000000000006,28.87525,12.789750000000002,35.97,39.87890542593531,46.26887770740693,0.5660718592703755,0.5917488883260776,0.03446231018668826,0.036025521156282776,0.0018869061975679184,0.017975022384724267,0.01461105221696669,0.015984459315622035,0.9290291611664465,0.6691107644305772,0.33760434530015954,arc_challenge,150M
25,300,0.33532423208191126,0.043901839737769094,0.41882442169131584,0.04707216532364902,0.9735528485900828,-4.4103097290939,0.1736479580756503,-4.811287108377837,0.5672255627096789,0.012151414100520395,0.008137379265374643,0.06907710364350735,0.097418677548447,0.21,0.12666666666666668,20.563000000000002,12.9205,7.642500000000001,19.5585,24.676260250550726,32.14327585659129,0.17136454995202716,0.26150123842688616,0.010445207282269275,0.015939321409845855,0.0005712151665067572,0.00010197937744795464,0.0060706974188726,0.004251280492212287,0.9463478091718133,0.7906798618878567,0.36957128844125453,arc_challenge,300M
25,300,0.36962457337883964,0.04561504007109718,0.41882442169131584,0.04707216532364902,0.9889575000538122,-4.502438406517038,0.27689432157104815,-4.811287108377837,0.5672255627096789,0.011081941287940511,0.008137379265374643,0.05933966401403747,0.08425050222591408,0.18,0.08,18.412,10.27225,8.13975,14.120999999999999,19.381954393698905,26.436040057491432,0.14725876219777462,0.16344162690064587,0.008958537865169536,0.00994302805131466,0.0004908625406592487,0.009455310745637966,0.004779403185543232,0.003492555812294073,0.9690419291766239,0.7043911579404736,0.39779107411340914,arc_challenge,530M
25,300,0.3588850967007964,0.04411478509761431,0.41882442169131584,0.04707216532364902,0.9929168536741214,-4.438685321205157,0.02,-4.811287108377837,0.5672255627096789,0.011811456588391549,0.008137379265374643,0.06650336299425764,0.09170701003596642,0.19333333333333333,0.11333333333333333,17.268,7.7165,9.5515,12.113249999999999,18.798562999568784,26.74411780653069,0.12545256662958626,0.14583877566847275,0.007635195189822661,0.008875924569652797,0.00041817522209862087,0.015918554667800903,0.004488449490286794,0.0019876137238884367,0.987187282835302,0.9067060458651841,0.44727258059250596,arc_challenge,750M
25,300,0.3094949494949495,0.015099184542162636,0.6961167227833893,0.0629770973570268,0.898780240182162,-5.28710908665818,0.02,-4.656068008178925,0.09761793517462179,0.005056356639961586,0.009503757728858475,0.08052766369645331,0.11528552929211472,0.27,0.13,28.61275,20.601,8.01175,28.777749999999997,33.94989762475116,41.87820463859239,0.692434210534965,0.9191160301211595,0.03159008720300806,0.04193171726564175,0.00230811403511655,0.00013667072011811193,0.005001672528422171,0.0025983034817802625,0.9476369800176495,0.6503481839389782,0.32327986353319205,arc_easy,4M
25,300,0.32290684624017957,0.01718341547183384,0.6961167227833893,0.0629770973570268,0.926510579235031,-4.997562186389314,0.02,-4.656068008178925,0.09761793517462179,0.006754392895858674,0.009503757728858475,0.09056345445715741,0.1272833995342165,0.2866666666666667,0.14,24.43925,15.14875,9.2905,24.567999999999998,31.899063400672166,41.82206394547687,0.5462903750984229,0.7643190558579442,0.024915474986677368,0.034859432247252214,0.001820967916994743,0.020888384469047273,0.019194356363410256,0.020663605567678562,0.89998670171957,0.7349141237967612,0.3949884821759275,arc_easy,6M
25,300,0.3325420875420875,0.021755730054596273,0.6961167227833893,0.0629770973570268,0.8817930304960874,-4.9144692124901335,0.3805418563333137,-4.656068008178925,0.09761793517462179,0.007339612633395299,0.009503757728858475,0.09458653439476182,0.12906493318644977,0.31,0.15,35.778,24.303000000000004,11.475,32.94225,38.561643948871236,46.50098281106817,1.074186394331528,1.2063302748840616,0.04899605395787583,0.05502343313147277,0.0035806213144384267,0.02245981493658921,0.01667151524185085,0.018069530874553465,0.9287271507630386,0.7281360053664263,0.3545772025899491,arc_easy,8M
25,300,0.33864758698092035,0.02448779343807938,0.6961167227833893,0.0629770973570268,0.9066922925882631,-4.875284724486346,0.02,-4.656068008178925,0.09761793517462179,0.007632920630031958,0.009503757728858475,0.07940955589017466,0.10974674489527397,0.25,0.13666666666666666,27.87175,18.29775,9.574,25.857,30.78650852385605,38.25904438005615,0.6977916221028512,0.8277434805305286,0.0318133638174827,0.03773806342688607,0.0023259720736761706,0.02216527215470442,0.015269631441539864,0.01691178568408383,0.9358759317229811,0.7598554091508427,0.3703182075689136,arc_easy,10M
